company_name,company_name_link,zone,category,category_link
AL ATLASI RESTAURANT & CATERING SERVICES - F.Z.C,UFZCompanyDetails.aspx?details=16313,AJMAN FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL ATTAR ELECTROMECHANICAL ENGINEERING,UFZCompanyDetails.aspx?details=15008,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL ATTAR TRADING FZCO,UFZCompanyDetails.aspx?details=7910,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL AWADE FOR TRADING FZCO,UFZCompanyDetails.aspx?details=7905,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL AWADI MOTORS - F.Z.E,UFZCompanyDetails.aspx?details=16328,AJMAN FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL AWAIEL INTERNATIONAL (FZE),UFZCompanyDetails.aspx?details=15568,SAIF-ZONE,,UFZOnlineDirectory.aspx?cat=
AL AWS TRADING FZCO,UFZCompanyDetails.aspx?details=6214,JEBEL ALI FREE ZONE,AUTOMOBILE SPARE PARTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=AUTOMOBILE SPARE PARTS & ACCESSORIES
AL AWTAD AL MATINA TRADING COMPANY,UFZCompanyDetails.aspx?details=3077,JEBEL ALI FREE ZONE,GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING
AL AYOUB USED CARS - F.Z.E,UFZCompanyDetails.aspx?details=16583,AJMAN FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL AYOUN OIL & GAS CONSULTANT CO FZE,UFZCompanyDetails.aspx?details=7246,FUJAIRAH FREE ZONE,OIL & GAS CONSULTANTS,UFZOnlineDirectory.aspx?cat=OIL & GAS CONSULTANTS
AL AZHAR FZCO,UFZCompanyDetails.aspx?details=1211,JEBEL ALI FREE ZONE,SANITARY WARE,UFZOnlineDirectory.aspx?cat=SANITARY WARE
AL BADER STAR CATERING (FZC),UFZCompanyDetails.aspx?details=9312,SAIF-ZONE,,UFZOnlineDirectory.aspx?cat=
AL BADER TRADING COMPANY,UFZCompanyDetails.aspx?details=7906,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BADEYA FZCO,UFZCompanyDetails.aspx?details=600,GOLD & DIAMOND PARK,,UFZOnlineDirectory.aspx?cat=
AL BADIYHA CENTER,UFZCompanyDetails.aspx?details=834,JEBEL ALI FREE ZONE,RESTAURANTS & CATERERS,UFZOnlineDirectory.aspx?cat=RESTAURANTS & CATERERS
AL BADRI MOTORS - F.Z.E,UFZCompanyDetails.aspx?details=16343,AJMAN FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BADRI TRADING COMPANY,UFZCompanyDetails.aspx?details=6198,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BAGHDADI TRADING FZCO,UFZCompanyDetails.aspx?details=6252,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BAHAR CONSTRUCTION,UFZCompanyDetails.aspx?details=7683,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BAHAR CONSTRUCTION,UFZCompanyDetails.aspx?details=7684,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BAHER WINGS (FZC),UFZCompanyDetails.aspx?details=15569,SAIF-ZONE,,UFZOnlineDirectory.aspx?cat=
AL BAHR AL ARABI MARINE ENGINEERING SERVICES,UFZCompanyDetails.aspx?details=6785,HAMRIYAH FREE ZONE,SHIP REPAIR & MAINTENANCE,UFZOnlineDirectory.aspx?cat=SHIP REPAIR & MAINTENANCE
AL BAIDAA GIFT & NOVELTIES TRADING FZCO,UFZCompanyDetails.aspx?details=6210,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BAJEL TRADING FZCO,UFZCompanyDetails.aspx?details=7911,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BALAD AL AMEEN TRADING FZCO,UFZCompanyDetails.aspx?details=6159,JEBEL ALI FREE ZONE,GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING
AL BALAM TRADING FZCO,UFZCompanyDetails.aspx?details=7886,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BANA GROUP FZE,UFZCompanyDetails.aspx?details=13729,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL BANNA ENTERPRISES,UFZCompanyDetails.aspx?details=10845,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BARA TRADING FZCO,UFZCompanyDetails.aspx?details=7887,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BARAKA MARINE SERVICES FZE,UFZCompanyDetails.aspx?details=261,FUJAIRAH FREE ZONE,GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING
AL BARAKAH TRADE-LINK (UAE),UFZCompanyDetails.aspx?details=7570,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BARAKAT EDUCATIONAL MATERIALS (EDU KIDS),UFZCompanyDetails.aspx?details=15570,SAIF-ZONE,,UFZOnlineDirectory.aspx?cat=
AL BARAKAT MIDDLE EAST (FZC),UFZCompanyDetails.aspx?details=13313,SAIF-ZONE,,UFZOnlineDirectory.aspx?cat=
AL BARARI FZE,UFZCompanyDetails.aspx?details=7912,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BAREEQ TRADING FZCO,UFZCompanyDetails.aspx?details=7913,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BAREKAH GENERAL TRADING - F.Z.E,UFZCompanyDetails.aspx?details=16584,AJMAN FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BAREQ GENERAL TRADING FZCO,UFZCompanyDetails.aspx?details=6160,JEBEL ALI FREE ZONE,GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING
AL BAREQ TRADING FZCO,UFZCompanyDetails.aspx?details=7914,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BARGISIAH TRADING COMPANY,UFZCompanyDetails.aspx?details=6291,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BARQ AL THAHABEE TRADING FZCO,UFZCompanyDetails.aspx?details=6270,JEBEL ALI FREE ZONE,BUILDING & CONSTRUCTION MATERIALS,UFZOnlineDirectory.aspx?cat=BUILDING & CONSTRUCTION MATERIALS
AL BARSHA MARINE SERVICES FZE,UFZCompanyDetails.aspx?details=6786,HAMRIYAH FREE ZONE,SHIP CHANDLERS,UFZOnlineDirectory.aspx?cat=SHIP CHANDLERS
AL BASEL INTERNATIONAL TRADING,UFZCompanyDetails.aspx?details=6787,HAMRIYAH FREE ZONE,FURNITURE,UFZOnlineDirectory.aspx?cat=FURNITURE
AL BASERA TRADING FZCO,UFZCompanyDetails.aspx?details=5611,JEBEL ALI FREE ZONE,GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING
AL BASFOOR CONSTRUCTION LLC,UFZCompanyDetails.aspx?details=7752,OUTSIDE,,UFZOnlineDirectory.aspx?cat=
AL BASHAER GROUP TRADING COMPANY,UFZCompanyDetails.aspx?details=3127,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BASIR GENERAL TRADING FZE,UFZCompanyDetails.aspx?details=3588,JEBEL ALI FREE ZONE,GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING
AL BASMALA INTERNATIONAL FZ LLC,UFZCompanyDetails.aspx?details=15425,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL BASRAH HEAVY MACHINERY TRADING COMPANY,UFZCompanyDetails.aspx?details=6215,JEBEL ALI FREE ZONE,HEAVY EQUIPMENT & MACHINERY,UFZOnlineDirectory.aspx?cat=HEAVY EQUIPMENT & MACHINERY
AL BASSAM (RAK) FOR PLASTIC INDUSTRIES,UFZCompanyDetails.aspx?details=14831,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL BASSOR TECHNICAL AND MANAGEMENT CONSULTANTS FZC,UFZCompanyDetails.aspx?details=7310,FUJAIRAH FREE ZONE,MANAGEMENT CONSULTANTS,UFZOnlineDirectory.aspx?cat=MANAGEMENT CONSULTANTS
AL BATAT TRADING FZCO,UFZCompanyDetails.aspx?details=6216,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BATHAA GENERAL TRADING COMPANY,UFZCompanyDetails.aspx?details=3416,JEBEL ALI FREE ZONE,GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING
AL BATHAA TRADING COMPANY,UFZCompanyDetails.aspx?details=7916,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BATOOL TRADING FZE,UFZCompanyDetails.aspx?details=13540,RAK FREE TRADE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BAWARDI ADVOCATE & LEGAL CONSULTANT,UFZCompanyDetails.aspx?details=7917,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BAYADER INTERNATIONAL FZCO,UFZCompanyDetails.aspx?details=1968,JEBEL ALI FREE ZONE,DISPOSABLE CUPS & CONTAINERS,UFZOnlineDirectory.aspx?cat=DISPOSABLE CUPS & CONTAINERS
AL BESHRI TECHNICAL TRADING - F.Z.E,UFZCompanyDetails.aspx?details=16585,AJMAN FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BEZA GENERAL TRADING - F.Z.C,UFZCompanyDetails.aspx?details=16586,AJMAN FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BHAAR AL ARABIYAH TRADING COMPANY,UFZCompanyDetails.aspx?details=6221,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BILAD CEMENT LLC,UFZCompanyDetails.aspx?details=14878,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL BILAD INDUSTRIES & TRADING FZCO,UFZCompanyDetails.aspx?details=7698,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BISMI TRADING FZE,UFZCompanyDetails.aspx?details=14884,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL BONYAN GENERAL TRADING - F.Z.C,UFZCompanyDetails.aspx?details=16587,AJMAN FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BONYAN GENERAL TRADING - F.Z.C,UFZCompanyDetails.aspx?details=16588,AJMAN FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BOOM SHIPPING - F.Z.C,UFZCompanyDetails.aspx?details=16360,AJMAN FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BORJ GARMENT MACHINERY TRADING COMPANY LTD.,UFZCompanyDetails.aspx?details=6788,HAMRIYAH FREE ZONE,APPARELS,UFZOnlineDirectory.aspx?cat=APPARELS
AL BORJ PLASTIC INDUSTRIES CO. ( BR. LLC),UFZCompanyDetails.aspx?details=15258,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL BOSNA TRADING FZC,UFZCompanyDetails.aspx?details=6789,HAMRIYAH FREE ZONE,FOOD PRODUCTS - TRADERS & MANUFACTURERS,UFZOnlineDirectory.aspx?cat=FOOD PRODUCTS - TRADERS & MANUFACTURERS
AL BOUSSI MOTORS FZD,UFZCompanyDetails.aspx?details=12284,DUBAI AUTO ZONE,,UFZOnlineDirectory.aspx?cat=
AL BUHAIRA CONTRACTING (BR.),UFZCompanyDetails.aspx?details=14037,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL BURAQ INTERNATIONAL FZE,UFZCompanyDetails.aspx?details=7783,DUBAI AIRPORT FREEZONE,,UFZOnlineDirectory.aspx?cat=
AL BURHAN (FZC),UFZCompanyDetails.aspx?details=9313,SAIF-ZONE,,UFZOnlineDirectory.aspx?cat=
AL BURJ USED CARS - F.Z.E,UFZCompanyDetails.aspx?details=16552,AJMAN FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL BUSTAN INTERNATIONAL TRADING COMPANY,UFZCompanyDetails.aspx?details=7918,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL CANAL TRADING OFFICE,UFZCompanyDetails.aspx?details=712,JEBEL ALI FREE ZONE,FOOD PRODUCTS - TRADERS & MANUFACTURERS,UFZOnlineDirectory.aspx?cat=FOOD PRODUCTS - TRADERS & MANUFACTURERS
AL CAPTAIN BUILDING CONTG CO. LLC,UFZCompanyDetails.aspx?details=15009,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL CORNICHE MOTORS FZD,UFZCompanyDetails.aspx?details=12307,DUBAI AUTO ZONE,,UFZOnlineDirectory.aspx?cat=
AL DAHANA FZCO,UFZCompanyDetails.aspx?details=11100,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL DAHER GENERAL TRADING - F.Z.C,UFZCompanyDetails.aspx?details=16589,AJMAN FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL DAHWI TRADING FZCO,UFZCompanyDetails.aspx?details=10841,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL DALOOK TRADING FZCO,UFZCompanyDetails.aspx?details=7919,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL DAMYAA TRADING FZCO,UFZCompanyDetails.aspx?details=7920,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL DANA (FZE),UFZCompanyDetails.aspx?details=6312,SAIF-ZONE,GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING
AL DANA FZ-LLC,UFZCompanyDetails.aspx?details=5168,DUBAI MEDIA CITY,,UFZOnlineDirectory.aspx?cat=
AL DANA LEATHER PRODUCTS,UFZCompanyDetails.aspx?details=803,JEBEL ALI FREE ZONE,FOOTWEAR,UFZOnlineDirectory.aspx?cat=FOOTWEAR
AL DANOUB TRADING FZE,UFZCompanyDetails.aspx?details=7921,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL DAR TWO HOTEL,UFZCompanyDetails.aspx?details=14179,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL DEEB TRADING - F.Z.C,UFZCompanyDetails.aspx?details=16590,AJMAN FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL DEEM TRADING FZCO,UFZCompanyDetails.aspx?details=7922,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL DEFAF MOTORS FZD,UFZCompanyDetails.aspx?details=12393,DUBAI AUTO ZONE,,UFZOnlineDirectory.aspx?cat=
AL DELEMI FZE,UFZCompanyDetails.aspx?details=7259,FUJAIRAH FREE ZONE,GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING
AL DHAHABI TRADING FZCO,UFZCompanyDetails.aspx?details=5062,JEBEL ALI FREE ZONE,FOOD PRODUCTS - TRADERS & MANUFACTURERS,UFZOnlineDirectory.aspx?cat=FOOD PRODUCTS - TRADERS & MANUFACTURERS
AL DHAHIR TRADING CO.,UFZCompanyDetails.aspx?details=7923,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL DHALEL TRADING FZCO,UFZCompanyDetails.aspx?details=7924,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL DHEYAA AL MUNEER TRADING COMPANY,UFZCompanyDetails.aspx?details=7925,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL DHIYAFA INTERIORS LLC,UFZCompanyDetails.aspx?details=15010,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL DIBBA GENERAL TRADING FZE,UFZCompanyDetails.aspx?details=7253,FUJAIRAH FREE ZONE,GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING
AL DOAA GLOBAL COMPANY,UFZCompanyDetails.aspx?details=3319,JEBEL ALI FREE ZONE,GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING
AL DOBOWI LIMITED,UFZCompanyDetails.aspx?details=2906,JEBEL ALI FREE ZONE,TYRES,UFZOnlineDirectory.aspx?cat=TYRES
AL DOBOWI LLC,UFZCompanyDetails.aspx?details=14268,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL DOUR PROJECT MANAGEMENT FZ-LLC,UFZCompanyDetails.aspx?details=14036,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL EHSAN TRADING COMPANY,UFZCompanyDetails.aspx?details=6230,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL EKHAA TRADING FZCO,UFZCompanyDetails.aspx?details=6196,JEBEL ALI FREE ZONE,GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING
AL EMAAR HOLDING GROUP-IRAQ LIMITED,UFZCompanyDetails.aspx?details=6167,JEBEL ALI FREE ZONE,AUTOMOBILE SPARE PARTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=AUTOMOBILE SPARE PARTS & ACCESSORIES
AL EMAMA TRADING FZCO,UFZCompanyDetails.aspx?details=6168,JEBEL ALI FREE ZONE,AUTOMOBILE SPARE PARTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=AUTOMOBILE SPARE PARTS & ACCESSORIES
AL ESAM FZE,UFZCompanyDetails.aspx?details=14813,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL ETHAWI TRADING FZE,UFZCompanyDetails.aspx?details=7926,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL EYAM TRADING FZCO,UFZCompanyDetails.aspx?details=7927,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL FA'EK GROUP GENERAL TRADING (FZE),UFZCompanyDetails.aspx?details=9314,SAIF-ZONE,,UFZOnlineDirectory.aspx?cat=
AL FABE TRADING FZCO,UFZCompanyDetails.aspx?details=7928,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL FADAL GENERAL TRADING EST.,UFZCompanyDetails.aspx?details=7552,OUTSIDE,,UFZOnlineDirectory.aspx?cat=
AL FADL USED CARS - F.Z.E,UFZCompanyDetails.aspx?details=16591,AJMAN FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL FAEZ TRADING COMPANY,UFZCompanyDetails.aspx?details=6264,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL FAHIM CHARTERED ACCOUNTANTS,UFZCompanyDetails.aspx?details=7641,OUTSIDE,,UFZOnlineDirectory.aspx?cat=
AL FAHIM ITALIA (BRANCH),UFZCompanyDetails.aspx?details=11684,DUBAI AIRPORT FREEZONE,,UFZOnlineDirectory.aspx?cat=
AL FAHIM MIDDLE EAST (BRANCH),UFZCompanyDetails.aspx?details=12906,DUBAI AIRPORT FREEZONE,,UFZOnlineDirectory.aspx?cat=
AL FAIDHI TRADING FZCO,UFZCompanyDetails.aspx?details=7929,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL FAIN PHOTOCOPY CENTRE,UFZCompanyDetails.aspx?details=6790,HAMRIYAH FREE ZONE,STATIONERY,UFZOnlineDirectory.aspx?cat=STATIONERY
AL FAIZA JEWELLERY (FZE),UFZCompanyDetails.aspx?details=15571,SAIF-ZONE,,UFZOnlineDirectory.aspx?cat=
AL FAKHER TOBACCO FACTORY - BR,UFZCompanyDetails.aspx?details=16425,AJMAN FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL FAL TRADING COMPANY,UFZCompanyDetails.aspx?details=6217,JEBEL ALI FREE ZONE,HEAVY EQUIPMENT & MACHINERY,UFZOnlineDirectory.aspx?cat=HEAVY EQUIPMENT & MACHINERY
AL FALAAH TRADING FZE,UFZCompanyDetails.aspx?details=7930,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL FALAK ELECTRONIC EQUIPMENT & SUPPLIES CO.,UFZCompanyDetails.aspx?details=3834,DUBAI INTERNET CITY,,UFZOnlineDirectory.aspx?cat=
AL FALEH TRADING FZCO,UFZCompanyDetails.aspx?details=7931,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL FALOUJAH TRADING FZCO,UFZCompanyDetails.aspx?details=6253,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL FARAH GENERAL TRADING FZCO,UFZCompanyDetails.aspx?details=2280,JEBEL ALI FREE ZONE,GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING
AL FARAH TRADING FZCO,UFZCompanyDetails.aspx?details=7932,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL FARDAN EXCHANGE,UFZCompanyDetails.aspx?details=106,JEBEL ALI FREE ZONE,MONEY EXCHANGE,UFZOnlineDirectory.aspx?cat=MONEY EXCHANGE
AL FAREED JEWELLERS (FZE),UFZCompanyDetails.aspx?details=15581,SAIF-ZONE,,UFZOnlineDirectory.aspx?cat=
AL FARES PETRO SERVICES LLC,UFZCompanyDetails.aspx?details=12113,TECHNOPARK,,UFZOnlineDirectory.aspx?cat=
AL FARIS EQUIPMENT RENTALS L.L.C,UFZCompanyDetails.aspx?details=12574,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL FARIS INTERNATIONAL FZE,UFZCompanyDetails.aspx?details=2276,JEBEL ALI FREE ZONE,GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING
AL FARIS TRADING & INVESTMENT (FZC),UFZCompanyDetails.aspx?details=9315,SAIF-ZONE,,UFZOnlineDirectory.aspx?cat=
AL FARIS TRADING & INVESTMENT (FZC),UFZCompanyDetails.aspx?details=9316,SAIF-ZONE,,UFZOnlineDirectory.aspx?cat=
AL FAROOQ MOTORS FZD.,UFZCompanyDetails.aspx?details=12468,DUBAI AUTO ZONE,,UFZOnlineDirectory.aspx?cat=
AL FAROOQ TRADING - F.Z.E,UFZCompanyDetails.aspx?details=16592,AJMAN FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL FARSEE HEAVY EQUIPMENTS FZE,UFZCompanyDetails.aspx?details=7337,FUJAIRAH FREE ZONE,CONSTRUCTION EQUIPMENT & MACHINERY,UFZOnlineDirectory.aspx?cat=CONSTRUCTION EQUIPMENT & MACHINERY
AL FATEHA TRADING FZCO,UFZCompanyDetails.aspx?details=6258,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL FATHEH PORTA CABIN FZ LLC,UFZCompanyDetails.aspx?details=14107,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL FATIMA TRADING FZCO,UFZCompanyDetails.aspx?details=6218,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL FIDAANI TRADING FZCO,UFZCompanyDetails.aspx?details=6222,JEBEL ALI FREE ZONE,HEAVY EQUIPMENT & MACHINERY,UFZOnlineDirectory.aspx?cat=HEAVY EQUIPMENT & MACHINERY
AL FORAT GEN.TRD.(FZE),UFZCompanyDetails.aspx?details=9317,SAIF-ZONE,,UFZOnlineDirectory.aspx?cat=
AL FOSTAT ACADEMY FZ-LLC,UFZCompanyDetails.aspx?details=4390,DUBAI KNOWLEDGE VILLAGE,TRAINING,UFZOnlineDirectory.aspx?cat=TRAINING
AL FURAT FOR BUILDING MATERIAL & EQUIPMENT RENTAL FZE,UFZCompanyDetails.aspx?details=15011,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL FURAT FOR BUILDING MATERIAL & EQUIPMENT TRADING,UFZCompanyDetails.aspx?details=15426,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL FURAT HOLDING CO. LIMITED,UFZCompanyDetails.aspx?details=2950,JEBEL ALI FREE ZONE,GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING
AL FURATEIN TRADING COMPANY,UFZCompanyDetails.aspx?details=5564,JEBEL ALI FREE ZONE,GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING
AL FURQAN SHIPPING & FREIGHT FZE,UFZCompanyDetails.aspx?details=13997,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL FUTTAIM AUTO & MACHINERY COMPANY FAMCO(BLC),UFZCompanyDetails.aspx?details=13732,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL FUTTAIM EXOVA GROUP,UFZCompanyDetails.aspx?details=12780,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL FUTTAIM EXOVA GROUP,UFZCompanyDetails.aspx?details=12781,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL FUTTAIM LOGISTICS,UFZCompanyDetails.aspx?details=7593,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL FUTTAIM MOTORS,UFZCompanyDetails.aspx?details=7577,OUTSIDE,,UFZOnlineDirectory.aspx?cat=
AL FUTTAIM PANATECH COMPANY (L.L.C),UFZCompanyDetails.aspx?details=33,JEBEL ALI FREE ZONE,"ELECTRONIC APPLIANCES, EQUIPMENT & DEALERS","UFZOnlineDirectory.aspx?cat=ELECTRONIC APPLIANCES, EQUIPMENT & DEALERS"
AL FUTTAIM SONS CO. HERTZ RENT A CAR (L.L.C.),UFZCompanyDetails.aspx?details=7933,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL FUTTAIM TRADING (PVT) LIMITED,UFZCompanyDetails.aspx?details=3018,JEBEL ALI FREE ZONE,GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING
AL FUTTAIM TRAVEL MANAGEMENT,UFZCompanyDetails.aspx?details=819,JEBEL ALI FREE ZONE,TRAVEL SERVICES,UFZOnlineDirectory.aspx?cat=TRAVEL SERVICES
AL GAITH GOLD,UFZCompanyDetails.aspx?details=6556,DUBAI MULTI COMMODITIES CENTRE,,UFZOnlineDirectory.aspx?cat=
AL GASHAAMY TRADING FZCO,UFZCompanyDetails.aspx?details=5599,JEBEL ALI FREE ZONE,BUILDING & CONSTRUCTION MATERIALS,UFZOnlineDirectory.aspx?cat=BUILDING & CONSTRUCTION MATERIALS
AL GHADA TRADING COMPANY,UFZCompanyDetails.aspx?details=6288,JEBEL ALI FREE ZONE,TYRES,UFZOnlineDirectory.aspx?cat=TYRES
AL GHADAH JEWELLERY (FZE),UFZCompanyDetails.aspx?details=15572,SAIF-ZONE,,UFZOnlineDirectory.aspx?cat=
AL GHAIL MEDICAL CENTER LLC,UFZCompanyDetails.aspx?details=13789,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL GHAIL POWER,UFZCompanyDetails.aspx?details=14108,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL GHALI FZCO,UFZCompanyDetails.aspx?details=5613,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL GHARAWI TRADING FZCO,UFZCompanyDetails.aspx?details=7934,JEBEL ALI FREE ZONE,,UFZOnlineDirectory.aspx?cat=
AL GHARY MOTORS FZD,UFZCompanyDetails.aspx?details=12282,DUBAI AUTO ZONE,,UFZOnlineDirectory.aspx?cat=
AL GHASAQ CAR TRADING FZD,UFZCompanyDetails.aspx?details=12255,DUBAI AUTO ZONE,,UFZOnlineDirectory.aspx?cat=
AL GHAYA GARAGE LLC,UFZCompanyDetails.aspx?details=15012,RAKIA,,UFZOnlineDirectory.aspx?cat=
AL GHAZAL LOGISTICS,UFZCompanyDetails.aspx?details=632,JEBEL ALI FREE ZONE,CHEMICALS & CHEMICAL PRODUCTS,UFZOnlineDirectory.aspx?cat=CHEMICALS & CHEMICAL PRODUCTS
AL GHAZAL LOGISTICS,UFZCompanyDetails.aspx?details=633,JEBEL ALI FREE ZONE,CHEMICALS & CHEMICAL PRODUCTS,UFZOnlineDirectory.aspx?cat=CHEMICALS & CHEMICAL PRODUCTS
